lat,lon,street,colony,city,district
17.462585,78.3671065,Gachibowli - Miyapur Highway,jubilee gardens,Hyderabad,Telangana
17.4672475,78.3662284,Gachibowli - Miyapur Highway,Raghavendra Colony,Hyderabad,Telangana
17.4643716,78.3661769,Police Colony Road,Raghavendra Colony,Hyderabad,Telangana
17.4667024,78.3669949,Gachibowli - Miyapur Highway,Raghavendra Colony,Hyderabad,Telangana
17.4463274,78.3632468,Gachibowli - Miyapur Highway,J V Colony,Hyderabad,Telangana
17.4399711,78.3619605,Old Bombay Road,J V Colony,Hyderabad,Telangana
17.4364692,78.3661835,Old Bombay Highway,Telecom Nagar,Hyderabad,Telangana
17.4237351,78.3391249,ISB Road,Nanakramguda,Hyderabad,Telangana
17.4229294,78.3358888,Road No 2,Nanakramguda,Hyderabad,Telangana
17.4354091,78.3467483,ISB Road,Gachibowli,Hyderabad,Telangana
17.4497176,78.3474351,Old Bombay Road,Gachibowli,Hyderabad,Telangana
17.4428409,78.3568758,Old Bombay Road - Gachibowli Main Road,J V Colony,Hyderabad,Telangana
17.4449759,78.352769,Old Bombay Road,Gachibowli,Hyderabad,Telangana
17.4420322,78.3576787,Old Bombay Road,J V Colony,Hyderabad,Telangana
17.4306541,78.3729086,Bio-Diversity Park Level 1 Flyover,Telecom Nagar,Hyderabad,Telangana
17.4331236,78.370119,Old Bombay Road,Telecom Nagar,Hyderabad,Telangana
17.4318668,78.3713376,Old Bombay Highway,Telecom Nagar,Hyderabad,Telangana
17.4276448,78.3758366,Old Bombay Highway,Madhura Nagar Colony,Hyderabad,Telangana
17.4166011,78.3909015,Old Bombay Road,Raidurg,Hyderabad,Telangana
17.4242257,78.3802332,Old Bombay Road,Madhura Nagar Colony,Hyderabad,Telangana
17.4206012,78.3850982,Old Bombay Highway,Prashant Hills,Hyderabad,Telangana
17.4133566,78.3946197,Old Bombay Highway,Whisper Valley Colony,Hyderabad,Telangana
17.4098114,78.3991393,Old Bombay Highway,Shaikpet,Hyderabad,Telangana
17.4134812,78.3948063,Old Bombay Road,Whisper Valley Colony,Hyderabad,Telangana
17.4179006,78.4082879,Road Number 76,Journalist Colony,Hyderabad,Telangana
17.4202275,78.4117979,Road No 1,Journalist Colony,Hyderabad,Telangana
17.4200814,78.4118512,Road No 1,Journalist Colony,Hyderabad,Telangana
17.4162194,78.4109184,Road Number 5,Film Nagar,Hyderabad,Telangana
17.3976496,78.4436248,Golkonda Road,Humayun Nagar,Hyderabad,Telangana
17.4013986,78.4514938,Masab Tank Road,Masab Tank,Hyderabad,Telangana
17.3978849,78.4463865,Golkonda Road,Humayun Nagar,Hyderabad,Telangana
17.4962927,78.3950162,Nizampet - JNTU Road Mumbai Highway,KPHB Colony,Hyderabad,Telangana
17.4945069,78.4000021,Nizampet - JNTU Road Mumbai Highway,KPHB Colony,Hyderabad,Telangana
17.4975681,78.3923245,Nizampet - JNTU Road Mumbai Highway,Samatha Nagar,Hyderabad,Telangana
17.4930597,78.4031744,Nizampet - JNTU Road Mumbai Highway,Kukatpally,Hyderabad,Telangana
17.4918739,78.4016644,KPHB Road No 1 Road,Kukatpally,Hyderabad,Telangana
17.4918069,78.4057982,Kukkatpally Main Road - Mumbai Highway,Kukatpally,Hyderabad,Telangana
17.4831984,78.4139842,Kukkatpally Main Road - Mumbai Highway,Balaji Nagar,Hyderabad,Telangana
17.4797965,78.4180823,Kukkatpally Main Road - Mumbai Highway,Sangeet Nagar,Hyderabad,Telangana
17.4935107,78.410392,Vivekananda Nagar Road,Vivekananda Nagar,Hyderabad,Telangana
17.4999733,78.4151136,Jagathgiri Gutta Road,Sai Nagar,Hyderabad,Telangana
17.4949495,78.4051847,NTR Nagar Road,Kukatpally,Hyderabad,Telangana
17.4961014,78.4059587,NTR Nagar Road,AS Raju Nagar,Hyderabad,Telangana
17.4740365,78.4244954,Moosapet Road - Mumbai Highway,Sriram Nagar,Hyderabad,Telangana
17.4973777,78.3923496,Nizampet - JNTU Road Mumbai Highway,Samatha Nagar,Hyderabad,Telangana
17.4285195,78.4510886,Ameerpet Road - Panjagutta Main Road,Panjagutta,Hyderabad,Telangana
17.4298314,78.4490435,Sri Nagar Colony Main Road,Nagarjuna Hills,Hyderabad,Telangana
17.4285972,78.451171,Ameerpet Road - Panjagutta Main Road,Panjagutta,Hyderabad,Telangana
17.4277764,78.4538191,Greenlands Road,Panjagutta,Hyderabad,Telangana
17.4298845,78.432867,Sri Nagar Colony Main Road,Srinagar Colony,Hyderabad,Telangana
17.4508,78.4368063,Mumbai Highway,Erragadda,Hyderabad,Telangana
17.444999,78.4294091,GTS Colony Road,AG Colony,Hyderabad,Telangana
17.4184207,78.4484045,Road Number 1,Naveen Nagar,Hyderabad,Telangana
17.4177838,78.4487832,Road Number 1,Naveen Nagar,Hyderabad,Telangana
17.462149,78.4640095,Balanagar Main Road,Ferozguda,Hyderabad,Telangana
17.4620869,78.4678382,Balanagar Main Road,Vayu Nagar,Hyderabad,Telangana
17.3536262,78.5557558,Kamineni Flyover,RTC Colony,Hyderabad,Telangana
17.4078475,78.4762632,Bade Ustad Ghulam Ali Khan Marg,Liberty Jn,Hyderabad,Telangana
17.4590454,78.5324457,Uttam Nagar Road,Chanakyapuri,Hyderabad,Telangana
17.3376257,78.5357743,Inner Ring Road,Ambedkar Nagar,Hyderabad,Telangana
17.3397531,78.5238566,Inner Ring Road,new balaji nagar,Hyderabad,Telangana
17.3906493,78.4762493,Abids Road,Abids,Hyderabad,Telangana
17.3972451,78.4781599,Raja Reddy Marg,Gun Foundry,Hyderabad,Telangana
17.5063454,78.3052651,RC Puram BHEL - Beeramguda Rd Mumbai Highway,Mallikarjuna Nagar Colony,Hyderabad,Telangana
17.3365017,78.5760697,Vijaywada Highway,Sai Nagar,Hyderabad,Telangana
17.3686569,78.5218914,Vijaywada Highway,Madhurapuri,Hyderabad,Telangana
17.3674716,78.5398146,Vijaywada Highway,Laxmi Nagar Colony,Hyderabad,Telangana
17.3609274,78.542948,Vijaywada Highway,Margadarsi Colony,Hyderabad,Telangana
17.3688062,78.5219575,Vijaywada Highway,Salivahana Nagar,Hyderabad,Telangana
17.3693076,78.5168895,Vijaywada Highway,Bank Colony,Hyderabad,Telangana
17.3697844,78.5149179,Vijaywada Highway,Asmangadh,Hyderabad,Telangana
17.371204,78.5117361,Vijaywada Highway,Andhra Colony,Hyderabad,Telangana
17.3956155,78.437045,Golkonda Road,Mehdipatnam,Hyderabad,Telangana
17.395978,78.4314569,Golkonda Road,P&T Colony,Hyderabad,Telangana
17.429038,78.4180115,Road No 10,Venkatagiri,Hyderabad,Telangana
17.3611262,78.5682207,"Mansoorabad, GSI Road",Thyagaraja Nagar,Hyderabad,Telangana
17.3821723,78.4294012,Inner Ring Road,Maruti Nagar,Hyderabad,Telangana
17.3681113,78.428821,Inner Ring Road,Attapur,Hyderabad,Telangana
17.4047031,78.452066,Road Number 1,Masab Tank,Hyderabad,Telangana
17.4045969,78.4523055,Road Number 1,Masab Tank,Hyderabad,Telangana
17.4080122,78.4503163,Road No 12,Sri Ram Nagar Colony,Hyderabad,Telangana
17.5023265,78.3107786,RC Puram BHEL - Beeramguda Rd Mumbai Highway,Kakatiya Nagar,Hyderabad,Telangana
17.4632935,78.4419041,Bharata nagar slum,Shivaji Nagar,Hyderabad,Telangana
17.4776618,78.4482551,Jeedimetla Main Road,Idpl,Hyderabad,Telangana
17.4911512,78.4511216,Jeedimetla Main Road,Ganesh Nagar,Hyderabad,Telangana
17.4366039,78.493906,Rashtrapati Road,Patny,Hyderabad,Telangana
17.4431854,78.4956645,Sardar Patel Road,Patny,Hyderabad,Telangana
17.4431001,78.4930969,Sardar Patel Road,Patny,Hyderabad,Telangana
17.4430036,78.4956464,Sardar Patel Road,Patny,Hyderabad,Telangana
17.4431348,78.4970535,Sardar Patel Road,Patny,Hyderabad,Telangana
17.4248161,78.4133575,Road No 1,Journalist Colony,Hyderabad,Telangana
17.4080509,78.451092,Road Number 1,Sri Ram Nagar Colony,Hyderabad,Telangana
17.4341269,78.4472114,Ameerpet Road,Ameerpet,Hyderabad,Telangana
17.426787,78.4523637,Punjagutta Junction,Panjagutta,Hyderabad,Telangana
17.4266371,78.4523126,Nagarjuna Circle Road,Panjagutta,Hyderabad,Telangana
17.3928236,78.4640622,Dargah Road,Bazaar Ghat,Hyderabad,Telangana
17.4080556,78.4930566,Indira Park Road,Jawahar Nagar,Hyderabad,Telangana
17.4405096,78.4483441,Balkampet road,Ameerpet,Hyderabad,Telangana
17.4414692,78.4483537,Balkampet road,Srinivas Nagar,Hyderabad,Telangana
17.4417522,78.4465267,Sanjeeva Reddy Nagar Colony Main Road,Srinivas Nagar,Hyderabad,Telangana
17.4420407,78.4485105,Balkampet road,Srinivas Nagar,Hyderabad,Telangana
17.4336772,78.493248,Rashtrapati Road,Patny,Hyderabad,Telangana
17.432487,78.4930657,Rashtrapati Road,Jeera,Hyderabad,Telangana
17.4339242,78.4960876,Ghasmandi Road,Boiguda,Hyderabad,Telangana
17.3936605,78.449408,Nampally to Mallepally Road,Indira Nagar,Hyderabad,Telangana
17.3247864,78.5573582,Hyderabad - Nagarjuna Sagar Road,Balaji Colony,Hyderabad,Telangana
17.3074335,78.5736054,Hyderabad - Nagarjuna Sagar Road,Vinoothna Enclave,Hyderabad,Telangana
17.3249316,78.5574454,Hyderabad - Nagarjuna Sagar Road,Balaji Colony,Hyderabad,Telangana
17.4217017,78.6309436,Hyderabad-Janagam Highway,Narepally,Hyderabad,Telangana
17.4029461,78.5842948,Hyderabad-Janagam Highway,Hanuman Nagar,Hyderabad,Telangana
17.4168206,78.6225568,Hyderabad-Janagam Highway,Narepally,Hyderabad,Telangana
17.4610204,78.4842017,Brigadier Sayeed Road,Sikh Village,Hyderabad,Telangana
17.4617602,78.4970297,Transport Road,P&T Colony,Hyderabad,Telangana
17.4659748,78.4930815,Sikh Village Road,AWHO Colony,Hyderabad,Telangana
17.3438598,78.5353769,Bairamalguda Road,Srinidhi Colony,Hyderabad,Telangana
17.4419751,78.5057753,St Johns Road,Nehru Nagar,Hyderabad,Telangana
17.4341168,78.505796,St Johns Road Underpass,Chilkalguda,Hyderabad,Telangana
17.4348967,78.4503737,DharamKaran Road,Ameerpet,Hyderabad,Telangana
17.4355312,78.4521633,Ameerpet Road,Ameerpet,Hyderabad,Telangana
17.4352903,78.4555389,Ameerpet Road,Kundanbagh,Hyderabad,Telangana
17.3404571,78.5019594,Inner Ring Road,Riyasat Nagar,Hyderabad,Telangana
17.3385299,78.4998253,Inner Ring Road,Riyasat Nagar,Hyderabad,Telangana
17.4813894,78.5914471,Chakripuram Road,Nagarjuna Nagar Colony,Hyderabad,Telangana
17.4755037,78.5663954,Sainikpuri-ECIL Main Road,Bhavani Nagar,Hyderabad,Telangana
17.5221468,78.4433214,Jeedimetla Main Road,Shapur Nagar,Hyderabad,Telangana
17.5120436,78.4450443,Gajularamaram Road,Shapur Nagar,Hyderabad,Telangana
17.4965489,78.3611895,Miyapur - Allwyn Cross Road Mumbai Highway,Madhava Nagar,Hyderabad,Telangana
17.4818272,78.5112769,Siddipet Road,Lal Bazaar,Hyderabad,Telangana
17.4784029,78.5109552,Siddipet Road,Army Family Quarters,Hyderabad,Telangana
17.444435,78.4640321,Sardar Patel Road,Begumpet,Hyderabad,Telangana
17.4446162,78.4672515,Begumpet Airport Flyover,Prakash Nagar,Hyderabad,Telangana
17.4445885,78.4637838,Sardar Patel Road,Begumpet,Hyderabad,Telangana
17.4173299,78.481681,Lower Tank Bund Road,Lower Tank Bund,Hyderabad,Telangana
17.4240048,78.4299672,Road No 3,BN Reddy Colony,Hyderabad,Telangana
17.4241516,78.430081,Road No. 3,BN Reddy Colony,Hyderabad,Telangana
17.481889,78.5112024,Siddipet Road,Lal Bazaar,Hyderabad,Telangana
17.4891716,78.5121693,Siddipet Road,Rudranagar Colony,Hyderabad,Telangana
17.4981322,78.5134326,Siddipet Road,Madhav Nagar,Hyderabad,Telangana
17.4980144,78.5133823,Siddipet Road,Madhav Nagar,Hyderabad,Telangana
17.4936919,78.5126092,Rudra Road,Rudranagar Colony,Hyderabad,Telangana
17.4394718,78.3962277,Road No 36,Kavuri Hills,Hyderabad,Telangana
17.3397029,78.523998,Inner Ring Road,new balaji nagar,Hyderabad,Telangana
17.3243225,78.5159577,subhedar malla reddy marg,Midhani Quarters,Hyderabad,Telangana
17.4890604,78.5120822,Siddipet Road,Rudranagar Colony,Hyderabad,Telangana
17.3857051,78.4397718,Gudi Malkapur road,Gudimalkapur,Hyderabad,Telangana
17.43579,78.5156477,Krishna Deva Raya Road,Sitaphalmandi,Hyderabad,Telangana
17.4726682,78.4256365,Moosapet Road - Mumbai Highway,Sardar Patel Nagar,Hyderabad,Telangana
17.4535512,78.4147761,borabanda allahapur road,Borabanda,Hyderabad,Telangana
17.4542753,78.4225599,borabanda allahapur road,Kalyan Nagar,Hyderabad,Telangana
17.4220836,78.537999,Habsiguda Main Road,Habsiguda x Roads,Hyderabad,Telangana
17.4190556,78.5414492,Nacharam Road,Habsiguda x Roads,Hyderabad,Telangana
17.3751248,78.4983083,Vijaywada Highway,Malakpet,Hyderabad,Telangana
17.3958454,78.4293538,Golkonda Road,Rethibowli,Hyderabad,Telangana
17.4818195,78.5365511,Malkajagiri Road,Gandhi Nagar,Hyderabad,Telangana
17.4825696,78.5405517,Sainikpuri Road,Sri Colony,Hyderabad,Telangana
17.4840496,78.5490472,Sainikpuri-ECIL Main Road,AS Rao Nagar,Hyderabad,Telangana
17.4747377,78.5381331,Malkajagiri Road,Ramakrishnapuram,Hyderabad,Telangana
17.3023627,78.4200938,Flyover,Gagan Pahad,Hyderabad,Telangana
17.437406,78.4881687,Mahatma Gandhi Road,Jawahar Nagar Colony,Hyderabad,Telangana
17.4772234,78.563541,Dr A.S.Rao Nagar Road;Dr. A.S.Rao Nagar Road,Bhavani Nagar,Hyderabad,Telangana
17.48175,78.5533117,Sainikpuri-ECIL Main Road,Vijayapuri,Hyderabad,Telangana
17.4801243,78.5572617,Dr A.S.Rao Nagar Road,Prashanti Nagar,Hyderabad,Telangana
17.4719914,78.5619327,Gayatri Nagar Main Road,Gandhi Nagar,Hyderabad,Telangana
17.4210564,78.4592669,Raj Bhavan Road,Somajiguda,Hyderabad,Telangana
17.4289878,78.4554965,Greenlands Road,Nishat Bagh Colony,Hyderabad,Telangana
17.4707137,78.5051984,Hashmatpet Road,SBH Colony,Hyderabad,Telangana
17.4387379,78.3992326,Road No 36,Kavuri Hills,Hyderabad,Telangana
17.376826,78.481228,Mumbai Highway,Imlibun,Hyderabad,Telangana
17.4260114,78.4365663,Road No 3,Green Valley,Hyderabad,Telangana
17.4261158,78.4365513,Road No. 3,Green Valley,Hyderabad,Telangana
17.3585258,78.5206812,Saidabad Main Road,Habib Nagar,Hyderabad,Telangana
17.4925133,78.5359897,Sainikpuri-ECIL Main Road,Nirmal Nagar,Hyderabad,Telangana
17.3734844,78.5045643,Vijaywada Highway,MCH Colony,Hyderabad,Telangana
17.442959,78.4970534,Sardar Patel Road,Patny,Hyderabad,Telangana
17.4573139,78.5094548,Wellington Road,Lalitha Nagar,Hyderabad,Telangana
17.4986915,78.4766456,Nizamabad Road,Ramaraju Nagar,Hyderabad,Telangana
17.5379878,78.4903031,Nizamabad Road,Caton Residential Township,Hyderabad,Telangana
17.4566196,78.4845871,Srinagar-Kanyakumari Highway,Tar Bund,Hyderabad,Telangana
17.3917071,78.476371,King koti road,Abids,Hyderabad,Telangana
17.4014011,78.5603275,Inner Ring Road,Uppal,Hyderabad,Telangana
17.4064977,78.5032139,VST Bus Depot Road,VST X Roads,Hyderabad,Telangana
17.4083201,78.5061372,VST Main Road,Ramnagar X Roads,Hyderabad,Telangana
17.4455613,78.4502176,Nature Cure Hospital Road,Balkampet,Hyderabad,Telangana
17.4429577,78.4999623,Sardar Patel Road,Patny,Hyderabad,Telangana
17.4441927,78.4716561,Sardar Patel Road,Prakash Nagar,Hyderabad,Telangana
17.4440718,78.4705455,Sardar Patel Road,Prakash Nagar,Hyderabad,Telangana
17.4442215,78.4708115,Sardar Patel Road,Prakash Nagar,Hyderabad,Telangana
17.3592518,78.4793853,Darul Shifa Road,Alijah Kotla,Hyderabad,Telangana
17.371202,78.4822561,Darul Shifa Road,Noorkhan Bazaar,Hyderabad,Telangana
17.3538639,78.4729784,Charminar Road,Shah Ali Banda,Hyderabad,Telangana
17.3607104,78.4743986,Charminar Road,Moghalpura,Hyderabad,Telangana
17.5049259,78.4497878,Jeedimetla Main Road,HMT Colony,Hyderabad,Telangana
17.5049768,78.4498739,Jeedimetla Main Road,HMT Colony,Hyderabad,Telangana
17.5164031,78.4161644,Gajularamaram Road,Mahadevpur Colony,Hyderabad,Telangana
17.4112494,78.4687719,NTR Marg,Iqbal Minar Jn,Hyderabad,Telangana
17.4360472,78.4749254,Necklace Road,Bapu Bagh Colony,Hyderabad,Telangana
17.4212469,78.428602,Road No. 10,BN Reddy Colony,Hyderabad,Telangana
17.416884,78.4175993,Road Number 92,Navirman Nagar,Hyderabad,Telangana
17.4506867,78.3801528,HITEC City Road,HITEC City,Hyderabad,Telangana
17.3229997,78.4301634,Inner Ring Road,Adarsh Nagar,Hyderabad,Telangana
17.4265111,78.503309,Boyiguda Road,Padma Rao Nagar,Hyderabad,Telangana
17.5316828,78.4873825,Nizamabad Road,Caton Residential Township,Hyderabad,Telangana
17.5081404,78.4790058,Nizamabad Road,Jeedimetla Village,Hyderabad,Telangana
17.3953204,78.4373508,Golkonda Road,Mehdipatnam,Hyderabad,Telangana
17.4763858,78.3889949,HITEC City–Kukatpally Main Road,APHB Colony,Hyderabad,Telangana
17.4427212,78.5058298,St Johns Road,Nehru Nagar,Hyderabad,Telangana
17.5418267,78.3878349,Medak Road,Simhapuri Colony,Hyderabad,Telangana
17.5540845,78.3620846,Mallampet Road,Mallampet,Hyderabad,Telangana
17.3125672,78.5655022,Hyderabad - Nagarjuna Sagar Road,Hariharapuram,Hyderabad,Telangana
17.4962211,78.3960965,Nizampet - JNTU Road Mumbai Highway,KPHB Colony,Hyderabad,Telangana
17.3353897,78.5509268,Hyderabad - Nagarjuna Sagar Road,APSEB Colony,Hyderabad,Telangana
17.4189578,78.5414357,Habsiguda Main Road,Habsiguda x Roads,Hyderabad,Telangana
17.4813184,78.5798415,Shiva Sai Nagar,Shiva Sai Nagar,Hyderabad,Telangana
17.4829303,78.5811403,nagarjuna nagar colony road no 2,Shiva Sai Nagar,Hyderabad,Telangana
17.388871,78.4876047,Sultan Bazar road,Badi Chowdi,Hyderabad,Telangana
17.3850989,78.4756813,Abids to MJ Market Road,Jambagh,Hyderabad,Telangana
17.3072467,78.4497412,Airport Road,Laxmi Guda,Hyderabad,Telangana
17.4465864,78.5711316,Nacharam Road,NTR Nagar,Hyderabad,Telangana
17.3751771,78.4985078,Vijaywada Highway,Malakpet,Hyderabad,Telangana
17.3754264,78.5594679,Nagole-Bandlaguda Main Road,Nagole,Hyderabad,Telangana
17.3454179,78.4160397,Inner Ring Road,Happy Homes Colony,Hyderabad,Telangana
17.4300766,78.5290999,water tank lane,Lalaguda North,Hyderabad,Telangana
17.4424458,78.4779697,Minister's Road,Sindhi Colony,Hyderabad,Telangana
17.4515239,78.486176,Brigadier Sayeed Road,Dattawadi,Hyderabad,Telangana
17.4170699,78.4490497,Road Number 1,Naveen Nagar,Hyderabad,Telangana
17.4170255,78.4490446,Road Number 1,Naveen Nagar,Hyderabad,Telangana
17.4177103,78.4486701,Road Number 1,Naveen Nagar,Hyderabad,Telangana
17.3915163,78.4761698,Abids Road,Abids,Hyderabad,Telangana
17.4428445,78.4998638,Sardar Patel Road,Patny,Hyderabad,Telangana
17.5071706,78.3107608,Ashok Nagar Main Road,Kakatiya Nagar,Hyderabad,Telangana
17.506355,78.309864,Ashok Nagar Main Road,Kakatiya Nagar,Hyderabad,Telangana
17.5106773,78.3137665,Road Number 2,Treassury Township,Hyderabad,Telangana
17.3806942,78.4878266,Mumbai Highway,Esamia Bazaar,Hyderabad,Telangana
17.4007581,78.4699653,Sardar Vallabhai Patel Chowk,Ravindra Bharathi Jn,Hyderabad,Telangana
17.4288535,78.4552646,Greenlands Road,Nishat Bagh Colony,Hyderabad,Telangana
17.4224768,78.5036861,Padma Rao Nagar Road,Padma Rao Nagar,Hyderabad,Telangana
17.3894219,78.4281132,Khader Bagh road,Padmanabha Nagar Colony,Hyderabad,Telangana
17.4250791,78.5342756,Tarnaka Flyover,Tarnaka Flyover;TGSRTC Hospital,Hyderabad,Telangana
17.3991189,78.4802443,Hyderguda Main Road,Hyderguda,Hyderabad,Telangana
17.433302,78.4558961,Greenlands Road,Nishat Bagh Colony,Hyderabad,Telangana
17.4105602,78.476828,Lower Tank Bund Road,Kattamaisamma Junction,Hyderabad,Telangana
17.3734703,78.4989307,Sir Louis Flyover,Malakpet,Hyderabad,Telangana
17.4350346,78.5056185,Regimental Bazar Main Road,Chilkalguda,Hyderabad,Telangana
17.4347488,78.5037035,Regimental Bazar Main Road,Chilkalguda,Hyderabad,Telangana
17.375408,78.5547817,New Nagole Main Road,Samathapura Colony,Hyderabad,Telangana
17.329645,78.5796869,Raithu Bazar Road,Bhoolaxmi Nagar,Hyderabad,Telangana
17.3268123,78.585674,Road Number 8,Sharadha Nagar,Hyderabad,Telangana
17.443412,78.4633006,Chikoti Gardens,Begumpet,Hyderabad,Telangana
17.4711676,78.4959023,Sikh Village Road,Anjaiah Nagar,Hyderabad,Telangana
17.4597977,78.5013272,Hyderabad - Mancherial Highway,Kakaguda,Hyderabad,Telangana
17.4690115,78.4846563,Hashmatpet Road,Manovikas Nagar,Hyderabad,Telangana
17.4691323,78.4882223,Hashmatpet Road,Manovikas Nagar,Hyderabad,Telangana
17.4653995,78.4831152,Brigadier Sayeed Road,Padmavathi Colony,Hyderabad,Telangana
17.4093078,78.4737298,Telugu Talli Flyover,Adarsh Nagar,Hyderabad,Telangana
17.4119688,78.4776793,Telugu Talli Flyover,Kattamaisamma Junction,Hyderabad,Telangana
17.4110023,78.4613357,Railway Gate Lane,Khairatabad,Hyderabad,Telangana
17.4093681,78.4737017,Telugu Talli Flyover,Adarsh Nagar,Hyderabad,Telangana
17.405211,78.4630133,Masjid Mohiuddin Road,Saifabad,Hyderabad,Telangana
17.4120468,78.548795,Habsiguda Main Road,Brindavan Colony,Hyderabad,Telangana
17.4097576,78.5086901,Ramnagar Road,Ramnagar X Roads,Hyderabad,Telangana
17.3745951,78.4421502,Golconda Rd,Karwan Sahu,Hyderabad,Telangana
17.3214563,78.386398,Rajendra nagar road,Hanuman Nagar,Hyderabad,Telangana
17.4667434,78.4038854,Road Number 1,Khaitalpur,Hyderabad,Telangana
17.4500409,78.4499383,Balkampet road,Suprabhat Colony,Hyderabad,Telangana
17.4612715,78.4496598,FatehNagar-BalaNagar Road,Fateh Nagar,Hyderabad,Telangana
17.4502961,78.4501004,Balkampet road,Suprabhat Colony,Hyderabad,Telangana
17.4560224,78.4453159,Sanath Nagar Main Road,Shivaji Nagar,Hyderabad,Telangana
17.4652624,78.4762223,Nuthan colony road,Padmavathi Colony,Hyderabad,Telangana
17.4381359,78.4139626,Road Numbaer 10 C,Gayatri Hills,Hyderabad,Telangana
17.5115677,78.4215418,Jagathgiri Gutta Road,Lenin Nagar,Hyderabad,Telangana
17.5047912,78.4676044,Quthubullapur Main Road,Marri Narayana Reddy Nagar,Hyderabad,Telangana
17.4382794,78.453883,Park Avenue Road,Uma Nagar,Hyderabad,Telangana
17.4408898,78.4493167,Shivbagh road,Ameerpet,Hyderabad,Telangana
17.5204273,78.3830066,Main Road-I,Nizampet,Hyderabad,Telangana
17.4196942,78.5656202,Road No 1,New Hema Nagar,Hyderabad,Telangana
17.4190928,78.5663199,Road No 2,New Hema Nagar,Hyderabad,Telangana
17.4208796,78.5680945,Street No 3,New Hema Nagar,Hyderabad,Telangana
17.420846,78.5684901,Street No 4,New Hema Nagar,Hyderabad,Telangana
17.3933131,78.5971526,Road no 1,Parwathi Nagar,Hyderabad,Telangana
17.3962899,78.3827626,Road Number 1,Bharat Nagar,Hyderabad,Telangana
17.418131,78.347447,Wave rock road,Nanakramguda,Hyderabad,Telangana
17.4201755,78.34076,Road No 2,Nanakramguda,Hyderabad,Telangana
17.4934765,78.3914,WAY TO CRC,Vasanth Nagar,Hyderabad,Telangana
17.4949538,78.3930877,shortcut to girls hostel,KPHB Colony,Hyderabad,Telangana
17.4737258,78.5608377,anupuram welfare association,Anupuram,Hyderabad,Telangana
17.3970845,78.5121172,Shivam Road,New Nallakunta,Hyderabad,Telangana
17.5011193,78.3959664,HMT Hills Road,Samatha Nagar,Hyderabad,Telangana
17.4479581,78.4689463,gagan vihar colony,Motilal Nehru Nagar,Hyderabad,Telangana
17.4391255,78.4367682,Madhuranagar Main Road,Madhura Nagar,Hyderabad,Telangana
17.3850593,78.4407418,Priya Colony,Sarada Nagar,Hyderabad,Telangana
17.3933003,78.4322897,Dilshad Nagar Colony road,P&T Colony,Hyderabad,Telangana
17.4048517,78.3769645,Puppalaguda - Manikonda,Manikonda,Hyderabad,Telangana
17.403099,78.3773633,Puppalaguda - Manikonda,Manikonda,Hyderabad,Telangana
17.3859777,78.3677347,Alkapur Main road,Greenlands,Hyderabad,Telangana
17.5102068,78.4068354,Yellammabanda Road,Gandhi Statue;Yellamma Banda,Hyderabad,Telangana
17.5063506,78.4100777,Lavkush Road,Allwyn Colony,Hyderabad,Telangana
17.3085048,78.4259177,Station Rd,Sri Rama Nagar,Hyderabad,Telangana
17.4019071,78.5113554,Station Road,Adikmet Jn,Hyderabad,Telangana
17.4359655,78.4767485,Station Rd,Bapu Bagh Colony,Hyderabad,Telangana
17.4764897,78.5289504,FOB,Venkateshwara Colony,Hyderabad,Telangana
17.4226379,78.4627896,Station Rd,MS Makta,Hyderabad,Telangana
17.4231949,78.462986,FOB,MS Makta,Hyderabad,Telangana
17.4954338,78.5189851,FOB,Saraswati Nagar,Hyderabad,Telangana
17.505491,78.5154404,Station Rd,GV Reddy Colony,Hyderabad,Telangana
17.5205335,78.391711,Road Number 4A,Madhura Nagar,Hyderabad,Telangana
17.3829118,78.4400152,Sarada nagar,Sarada Nagar,Hyderabad,Telangana
17.4817019,78.3040898,G BALRAJ ROAD,MIG Colony,Hyderabad,Telangana
17.4618878,78.3704867,Road 7,jubilee gardens,Hyderabad,Telangana
17.4092901,78.5925346,buddha nagar road no-5,Kamala Nagar Colony,Hyderabad,Telangana
17.4088176,78.5930977,road no 6,Kamala Nagar Colony,Hyderabad,Telangana
17.4092047,78.5943053,Road Number 7,Kamala Nagar Colony,Hyderabad,Telangana
17.4171471,78.5874893,Building  narayana school,Sri Lakshmi Nagar Colony,Hyderabad,Telangana
17.4113775,78.6021753,Kamala Nagar Road,Medpally,Hyderabad,Telangana
17.3726578,78.349091,APPA-Manchirevula-narsingI rOAD,Manchirevula,Hyderabad,Telangana
17.3768238,78.3524977,APPA-Manchirevula-narsingI rOAD,Manchirevula,Hyderabad,Telangana
17.4018402,78.4692299,Public Garden Road,Ravindra Bharathi Jn,Hyderabad,Telangana
17.4458315,78.4961909,Wellington Road,Picket,Hyderabad,Telangana
17.4444768,78.4959447,Wellington Road,Patny,Hyderabad,Telangana
17.5196362,78.3663083,GRIET College Rd,Mayuri Nagar,Hyderabad,Telangana
17.5185536,78.3996281,Hill Crest Society Road,Mithila Nagar,Hyderabad,Telangana
17.5143566,78.3903917,Lakeview Colony Road,Lake View Colony,Hyderabad,Telangana
17.5152955,78.3925733,Lakeview Colony Road,Lake View Colony,Hyderabad,Telangana
17.5216568,78.3857331,Nizampet,Rajiv Gruhakalpa Colony,Hyderabad,Telangana
